Valid date,Valid time,Time zone,Record sequence,Data type,Primary,Reporting area,State code,Parameter name,AQI value,AQI category,Forecast,Source
06/09/23,,PDT,1,F,Y,North Highlands,CA,OZONE,47,Good,Sacramento Metro. AQMD,
06/10/23,,PDT,2,F,Y,North Highlands,CA,OZONE,43,Good,Sacramento Metro. AQMD,
06/11/23,,PDT,3,F,Y,North Highlands,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/12/23,,PDT,4,F,Y,North Highlands,CA,OZONE,42,Good,Sacramento Metro. AQMD,
06/13/23,,PDT,5,F,Y,North Highlands,CA,OZONE,46,Good,Sacramento Metro. AQMD,
06/07/23,,PDT,-1,Y,Y,North Orange CO,CA,OZONE,38,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,North Orange CO,CA,OZONE,33,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,North Orange CO,CA,OZONE,42,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,North Orange CO,CA,OZONE,40,Good,South Coast AQMD,
06/07/23,,CDT,-1,Y,Y,North Ozaukee and Sheboygan Counties,WI,OZONE,33,Good,Wisconsin Dept. of Natural Resources,
06/08/23,16:00,CDT,0,O,Y,North Ozaukee and Sheboygan Counties,WI,OZONE,35,Good,Wisconsin Dept. of Natural Resources,
06/08/23,,CDT,1,F,Y,North Ozaukee and Sheboygan Counties,WI,PM2.5,,Moderate,Wisconsin Dept. of Natural Resources,
06/09/23,,CDT,2,F,Y,North Ozaukee and Sheboygan Counties,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/10/23,,CDT,3,F,Y,North Ozaukee and Sheboygan Counties,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/11/23,,CDT,4,F,Y,North Ozaukee and Sheboygan Counties,WI,OZONE,,Good,Wisconsin Dept. of Natural Resources,
06/07/23,,ADT,-1,Y,Y,North Pole,AK,PM2.5,16,Good,State of Alaska DEC,
06/08/23,13:00,ADT,0,O,Y,North Pole,AK,PM2.5,36,Good,State of Alaska DEC,
06/07/23,,EDT,-1,Y,Y,North Ridges,NC,OZONE,93,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,North Ridges,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,North Ridges,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,North Ridges,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,North Ridges,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,North Ridges,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,North Santiam Canyon,OR,PM2.5,22,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,North Santiam Canyon,OR,PM2.5,22,Good,Oregon Dept. of Environmental Quality,
06/07/23,,EDT,-1,Y,Y,Northampton County,NC,PM2.5,76,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Northampton County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Northampton County,NC,PM2.5,150,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Northampton County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Northampton County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Northampton County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Northeast Maryland,MD,PM2.5,180,Unhealthy,Maryland Department of the Environment,
06/08/23,17:00,EDT,0,O,Y,Northeast Maryland,MD,PM2.5,153,Unhealthy,Maryland Department of the Environment,
06/08/23,,EDT,1,F,Y,Northeast Maryland,MD,PM2.5,161,Unhealthy,Maryland Department of the Environment,
06/09/23,,EDT,1,F,Y,Northeast Maryland,MD,PM2.5,124,Unhealthy for Sensitive Groups,Maryland Department of the Environment,
06/10/23,,EDT,2,F,Y,Northeast Maryland,MD,PM2.5,82,Moderate,Maryland Department of the Environment,
06/11/23,,EDT,3,F,Y,Northeast Maryland,MD,OZONE,100,Moderate,Maryland Department of the Environment,
06/07/23,,EDT,-1,Y,Y,Northeast Urban,NJ,PM2.5,204,Very Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Northeast Urban,NJ,PM2.5,153,Unhealthy,New Jersey Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Northeast Urban,NJ,PM2.5,160,Unhealthy,New Jersey Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Northeast Urban,NJ,PM2.5,120,Unhealthy for Sensitive Groups,New Jersey Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Northern,ME,OZONE,19,Good,Maine Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Northern,ME,OZONE,15,Good,Maine Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Northern,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Northern,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Northern,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Northern,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/12/23,,EDT,4,F,Y,Northern,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/13/23,,EDT,5,F,Y,Northern,ME,OZONE,,Good,Maine Dept. of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Northern Baltimore,MD,PM2.5,157,Unhealthy,Maryland Department of the Environment,
06/08/23,17:00,EDT,0,O,Y,Northern Baltimore,MD,PM2.5,157,Unhealthy,Maryland Department of the Environment,
06/08/23,,EDT,1,F,Y,Northern Baltimore,MD,PM2.5,161,Unhealthy,Maryland Department of the Environment,
06/09/23,,EDT,1,F,Y,Northern Baltimore,MD,PM2.5,124,Unhealthy for Sensitive Groups,Maryland Department of the Environment,
06/10/23,,EDT,2,F,Y,Northern Baltimore,MD,PM2.5,80,Moderate,Maryland Department of the Environment,
06/11/23,,EDT,3,F,Y,Northern Baltimore,MD,OZONE,100,Moderate,Maryland Department of the Environment,
06/07/23,,EDT,-1,Y,Y,Northern Kentucky,KY,PM2.5,126,Unhealthy for Sensitive Groups,Kentucky DEP,
06/08/23,17:00,EDT,0,O,Y,Northern Kentucky,KY,PM2.5,80,Moderate,Kentucky DEP,
06/07/23,,CDT,-1,Y,Y,Northern Twin Cities Metro,MN,OZONE,54,Moderate,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,Northern Twin Cities Metro,MN,OZONE,93,Moderate,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,Northern Twin Cities Metro,MN,PM2.5,65,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,Northern Twin Cities Metro,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,Northern Twin Cities Metro,MN,OZONE,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,EDT,-1,Y,Y,Northern Virginia,VA,PM2.5,176,Unhealthy,Virginia Dept. of Environmental Quality,
06/08/23,17:00,EDT,0,O,Y,Northern Virginia,VA,PM2.5,183,Unhealthy,Virginia Dept. of Environmental Quality,
06/08/23,,EDT,0,F,Y,Northern Virginia,VA,PM2.5,249,Very Unhealthy,Virginia Dept. of Environmental Quality,
06/09/23,,EDT,1,F,Y,Northern Virginia,VA,PM2.5,122,Unhealthy for Sensitive Groups,Virginia Dept. of Environmental Quality,
06/10/23,,EDT,2,F,Y,Northern Virginia,VA,PM2.5,95,Moderate,Virginia Dept. of Environmental Quality,
06/11/23,,EDT,3,F,Y,Northern Virginia,VA,OZONE,93,Moderate,Virginia Dept. of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,Northwestern Minnesota,MN,PM2.5,58,Moderate,Minnesota Pollution Control Agency,
06/08/23,16:00,CDT,0,O,Y,Northwestern Minnesota,MN,PM2.5,43,Good,Minnesota Pollution Control Agency,
06/08/23,,CDT,1,F,Y,Northwestern Minnesota,MN,PM2.5,60,Moderate,Minnesota Pollution Control Agency,
06/09/23,,CDT,2,F,Y,Northwestern Minnesota,MN,PM2.5,,Moderate,Minnesota Pollution Control Agency,
06/10/23,,CDT,3,F,Y,Northwestern Minnesota,MN,PM2.5,,Moderate,Minnesota Pollution Control Agency,
06/07/23,,PDT,-1,Y,Y,NW Coastal LA,CA,OZONE,34,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,NW Coastal LA,CA,OZONE,33,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,NW Coastal LA,CA,OZONE,40,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,NW Coastal LA,CA,OZONE,38,Good,South Coast AQMD,
06/07/23,,CDT,-1,Y,Y,NW Oklahoma,OK,OZONE,54,Moderate,Oklahoma Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,NW Oklahoma,OK,OZONE,67,Moderate,Oklahoma Department of Environmental Quality,
06/08/23,,CDT,3,F,Y,NW Oklahoma,OK,OZONE,100,Moderate,Oklahoma Department of Environmental Quality,
06/09/23,,CDT,4,F,Y,NW Oklahoma,OK,OZONE,100,Moderate,Oklahoma Department of Environmental Quality,
06/10/23,,CDT,5,F,Y,NW Oklahoma,OK,OZONE,90,Moderate,Oklahoma Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,NW San Bernardino,CA,OZONE,48,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,NW San Bernardino,CA,OZONE,47,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,NW San Bernardino,CA,OZONE,50,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,NW San Bernardino,CA,OZONE,44,Good,South Coast AQMD,
06/07/23,,PDT,-1,Y,Y,Oak Harbor,WA,OZONE,41,Good,Northwest Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Oak Harbor,WA,PM2.5,42,Good,Northwest Clean Air Agency,
06/08/23,,PDT,0,F,Y,Oak Harbor,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/09/23,,PDT,1,F,Y,Oak Harbor,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/10/23,,PDT,2,F,Y,Oak Harbor,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/11/23,,PDT,3,F,Y,Oak Harbor,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/12/23,,PDT,4,F,Y,Oak Harbor,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/07/23,,PDT,-1,Y,Y,Oakland,CA,OZONE,31,Good,San Francisco Bay Area AQMD,
06/08/23,14:00,PDT,0,O,Y,Oakland,CA,OZONE,32,Good,San Francisco Bay Area AQMD,
06/08/23,,PDT,0,F,Y,Oakland,CA,PM2.5,33,Good,San Francisco Bay Area AQMD,
06/09/23,,PDT,1,F,Y,Oakland,CA,PM2.5,33,Good,San Francisco Bay Area AQMD,
06/10/23,,PDT,2,F,Y,Oakland,CA,PM2.5,,Good,San Francisco Bay Area AQMD,
06/11/23,,PDT,3,F,Y,Oakland,CA,PM2.5,,Good,San Francisco Bay Area AQMD,
06/12/23,,PDT,4,F,Y,Oakland,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/13/23,,PDT,5,F,Y,Oakland,CA,OZONE,,Good,San Francisco Bay Area AQMD,
06/07/23,,PDT,-1,Y,Y,Oakridge,OR,PM2.5,18,Good,Lane Regional Air Protection Agency,
06/08/23,14:00,PDT,0,O,Y,Oakridge,OR,PM2.5,12,Good,Lane Regional Air Protection Agency,
06/08/23,,PDT,0,F,Y,Oakridge,OR,PM2.5,,Good,Lane Regional Air Protection Agency,
06/09/23,,PDT,1,F,Y,Oakridge,OR,PM2.5,,Good,Lane Regional Air Protection Agency,
06/07/23,,EDT,-1,Y,Y,Ocala,FL,OZONE,49,Good,Florida Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Ocala,FL,OZONE,39,Good,Florida Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Ocala,FL,OZONE,,Moderate,Florida Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Ocala,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Ocala,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Ocala,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/07/23,,HST,-1,Y,Y,Ocean View,HI,PM2.5,22,Good,Hawaii State Dept. of Health,
06/08/23,11:00,HST,0,O,Y,Ocean View,HI,PM2.5,43,Good,Hawaii State Dept. of Health,
06/07/23,,MDT,-1,Y,Y,Ogden,UT,OZONE,67,Moderate,Utah Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Ogden,UT,OZONE,61,Moderate,Utah Department of Environmental Quality,
06/08/23,,MDT,0,F,Y,Ogden,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/09/23,,MDT,1,F,Y,Ogden,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/10/23,,MDT,2,F,Y,Ogden,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Ojai,CA,OZONE,36,Good,Ventura County APCD,
06/08/23,14:00,PDT,0,O,Y,Ojai,CA,OZONE,37,Good,Ventura County APCD,
06/08/23,,PDT,1,F,Y,Ojai,CA,OZONE,33,Good,Ventura County APCD,
06/09/23,,PDT,2,F,Y,Ojai,CA,OZONE,34,Good,Ventura County APCD,
06/10/23,,PDT,3,F,Y,Ojai,CA,OZONE,28,Good,Ventura County APCD,
06/11/23,,PDT,4,F,Y,Ojai,CA,OZONE,31,Good,Ventura County APCD,
06/12/23,,PDT,5,F,Y,Ojai,CA,OZONE,37,Good,Ventura County APCD,
06/07/23,,CDT,-1,Y,Y,Oklahoma City,OK,OZONE,115,Unhealthy for Sensitive Groups,Oklahoma Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Oklahoma City,OK,OZONE,105,Unhealthy for Sensitive Groups,Oklahoma Department of Environmental Quality,
06/08/23,,CDT,0,F,Y,Oklahoma City,OK,OZONE,120,Unhealthy for Sensitive Groups,Oklahoma Department of Environmental Quality,
06/09/23,,CDT,1,F,Y,Oklahoma City,OK,OZONE,110,Unhealthy for Sensitive Groups,Oklahoma Department of Environmental Quality,
06/10/23,,CDT,2,F,Y,Oklahoma City,OK,OZONE,90,Moderate,Oklahoma Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Olancha,CA,PM10,10,Good,Great Basin Unified Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Olancha,CA,PM10,4,Good,Great Basin Unified Air Pollution Control District,
06/07/23,,PDT,-1,Y,Y,Olympia-Lacey-Tumwater,WA,OZONE,45,Good,Olympic Region Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Olympia-Lacey-Tumwater,WA,OZONE,29,Good,Olympic Region Clean Air Agency,
06/08/23,,PDT,1,F,Y,Olympia-Lacey-Tumwater,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/09/23,,PDT,2,F,Y,Olympia-Lacey-Tumwater,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/10/23,,PDT,3,F,Y,Olympia-Lacey-Tumwater,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/11/23,,PDT,4,F,Y,Olympia-Lacey-Tumwater,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/12/23,,PDT,5,F,Y,Olympia-Lacey-Tumwater,WA,PM2.5,13,Good,Olympic Region Clean Air Agency,
06/07/23,,CDT,-1,Y,Y,Omaha,NE,OZONE,147,Unhealthy for Sensitive Groups,Douglas County Health Department (Omaha),
06/08/23,16:00,CDT,0,O,Y,Omaha,NE,OZONE,74,Moderate,Douglas County Health Department (Omaha),
06/08/23,,CDT,0,F,Y,Omaha,NE,OZONE,123,Unhealthy for Sensitive Groups,Douglas County Health Department (Omaha),
06/09/23,,CDT,1,F,Y,Omaha,NE,OZONE,115,Unhealthy for Sensitive Groups,Douglas County Health Department (Omaha),
06/07/23,,PDT,-1,Y,Y,Omak,WA,PM2.5,13,Good,EPA Region 10,
06/08/23,14:00,PDT,0,O,Y,Omak,WA,PM2.5,53,Moderate,EPA Region 10,
06/08/23,,EDT,0,F,Y,Onslow County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Onslow County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Onslow County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Onslow County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,MDT,-1,Y,Y,Ontario,OR,PM2.5,11,Good,Oregon Dept. of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Ontario,OR,PM2.5,11,Good,Oregon Dept. of Environmental Quality,
06/08/23,,EDT,0,F,Y,Orange County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Orange County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Orange County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Orange County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Orlando,FL,OZONE,43,Good,Orange County Environmental Protection Division,
06/08/23,17:00,EDT,0,O,Y,Orlando,FL,OZONE,40,Good,Orange County Environmental Protection Division,
06/08/23,,EDT,1,F,Y,Orlando,FL,OZONE,,Good,Orange County Environmental Protection Division,
06/09/23,,EDT,2,F,Y,Orlando,FL,OZONE,,Good,Orange County Environmental Protection Division,
06/10/23,,EDT,3,F,Y,Orlando,FL,OZONE,,Good,Orange County Environmental Protection Division,
06/11/23,,EDT,4,F,Y,Orlando,FL,OZONE,,Good,Orange County Environmental Protection Division,
06/12/23,,EDT,5,F,Y,Orlando,FL,OZONE,,Good,Orange County Environmental Protection Division,
06/07/23,,EDT,-1,Y,Y,Osceola County,FL,OZONE,43,Good,Florida Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Osceola County,FL,OZONE,38,Good,Florida Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Osceola County,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Osceola County,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/10/23,,EDT,2,F,Y,Osceola County,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/11/23,,EDT,3,F,Y,Osceola County,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/07/23,,GMT,-1,Y,Y,Ouagadougou,,PM2.5,122,Unhealthy for Sensitive Groups,U.S. Department of State Burkina Faso - Ouagadougou,
06/08/23,21:00,GMT,0,O,Y,Ouagadougou,,PM2.5,129,Unhealthy for Sensitive Groups,U.S. Department of State Burkina Faso - Ouagadougou,
06/07/23,,MST,-1,Y,Y,Ouray,UT,OZONE,49,Good,Ute Tribe,
06/08/23,14:00,MST,0,O,Y,Ouray,UT,OZONE,46,Good,Ute Tribe,
06/07/23,,CDT,-1,Y,Y,Outagamie and Brown Counties,WI,OZONE,35,Good,Wisconsin Dept. of Natural Resources,
06/08/23,16:00,CDT,0,O,Y,Outagamie and Brown Counties,WI,OZONE,39,Good,Wisconsin Dept. of Natural Resources,
06/08/23,,CDT,1,F,Y,Outagamie and Brown Counties,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/09/23,,CDT,2,F,Y,Outagamie and Brown Counties,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/10/23,,CDT,3,F,Y,Outagamie and Brown Counties,WI,OZONE,,Moderate,Wisconsin Dept. of Natural Resources,
06/11/23,,CDT,4,F,Y,Outagamie and Brown Counties,WI,OZONE,,Good,Wisconsin Dept. of Natural Resources,
06/07/23,,PDT,-1,Y,Y,Owens Lake,CA,PM2.5,21,Good,Great Basin Unified Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Owens Lake,CA,PM2.5,25,Good,Great Basin Unified Air Pollution Control District,
06/07/23,,CDT,-1,Y,Y,Owensboro,KY,PM2.5,84,Moderate,Kentucky DEP,
06/08/23,16:00,CDT,0,O,Y,Owensboro,KY,OZONE,108,Unhealthy for Sensitive Groups,Kentucky DEP,
06/07/23,,PDT,-1,Y,Y,Oxnard,CA,OZONE,34,Good,Ventura County APCD,
06/08/23,14:00,PDT,0,O,Y,Oxnard,CA,OZONE,35,Good,Ventura County APCD,
06/08/23,,PDT,1,F,Y,Oxnard,CA,OZONE,32,Good,Ventura County APCD,
06/09/23,,PDT,2,F,Y,Oxnard,CA,OZONE,32,Good,Ventura County APCD,
06/10/23,,PDT,3,F,Y,Oxnard,CA,OZONE,30,Good,Ventura County APCD,
06/11/23,,PDT,4,F,Y,Oxnard,CA,OZONE,31,Good,Ventura County APCD,
06/12/23,,PDT,5,F,Y,Oxnard,CA,OZONE,32,Good,Ventura County APCD,
06/07/23,,CDT,-1,Y,Y,Ozark National Forest,AR,OZONE,90,Moderate,Arkansas Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Ozark National Forest,AR,OZONE,71,Moderate,Arkansas Department of Environmental Quality,
06/07/23,,HST,-1,Y,Y,Pahala,HI,PM2.5,21,Good,Hawaii State Dept. of Health,
06/08/23,11:00,HST,0,O,Y,Pahala,HI,PM2.5,23,Good,Hawaii State Dept. of Health,
06/07/23,,PDT,-1,Y,Y,Pahrump,NV,PM10,23,Good,Nevada Division of Environmental Protection,
06/08/23,14:00,PDT,0,O,Y,Pahrump,NV,PM10,11,Good,Nevada Division of Environmental Protection,
06/08/23,,PDT,0,F,Y,Pahrump,NV,PM10,,Good,Nevada Division of Environmental Protection,
06/09/23,,PDT,1,F,Y,Pahrump,NV,PM10,,Good,Nevada Division of Environmental Protection,
06/10/23,,PDT,2,F,Y,Pahrump,NV,PM10,,Moderate,Nevada Division of Environmental Protection,
06/08/23,,EDT,0,F,Y,Pamlico County,NC,PM2.5,130,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Pamlico County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Pamlico County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Pamlico County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,Paradise,CA,OZONE,43,Good,Butte County Air Quality Management District,
06/08/23,14:00,PDT,0,O,Y,Paradise,CA,OZONE,39,Good,Butte County Air Quality Management District,
06/08/23,,PDT,0,F,Y,Paradise,CA,PM2.5,,Moderate,Butte County Air Quality Management District,
06/09/23,,PDT,1,F,Y,Paradise,CA,PM2.5,,Moderate,Butte County Air Quality Management District,
06/07/23,,PDT,-1,Y,Y,Paradise Road,CA,OZONE,35,Good,Santa Barbara County Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Paradise Road,CA,OZONE,35,Good,Santa Barbara County Air Pollution Control District,
06/08/23,,PDT,3,F,Y,Paradise Road,CA,OZONE,,Good,Santa Barbara County Air Pollution Control District,
06/09/23,,PDT,4,F,Y,Paradise Road,CA,OZONE,,Good,Santa Barbara County Air Pollution Control District,
06/10/23,,PDT,5,F,Y,Paradise Road,CA,OZONE,,Good,Santa Barbara County Air Pollution Control District,
06/07/23,,EDT,-1,Y,Y,Parkersburg,WV,OZONE,47,Good,West Virginia Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Parkersburg,WV,OZONE,42,Good,West Virginia Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,Paso Robles,CA,OZONE,37,Good,San Luis Obispo County APCD,
06/08/23,14:00,PDT,0,O,Y,Paso Robles,CA,OZONE,38,Good,San Luis Obispo County APCD,
06/08/23,,PDT,0,F,Y,Paso Robles,CA,OZONE,35,Good,San Luis Obispo County APCD,
06/09/23,,PDT,1,F,Y,Paso Robles,CA,OZONE,34,Good,San Luis Obispo County APCD,
06/10/23,,PDT,2,F,Y,Paso Robles,CA,OZONE,33,Good,San Luis Obispo County APCD,
06/11/23,,PDT,3,F,Y,Paso Robles,CA,OZONE,36,Good,San Luis Obispo County APCD,
06/12/23,,PDT,4,F,Y,Paso Robles,CA,OZONE,33,Good,San Luis Obispo County APCD,
06/13/23,,PDT,5,F,Y,Paso Robles,CA,OZONE,37,Good,San Luis Obispo County APCD,
06/08/23,,EDT,0,F,Y,Pasquotank County,NC,PM2.5,150,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Pasquotank County,NC,PM2.5,90,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Pasquotank County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Pasquotank County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,MST,-1,Y,Y,Payson,AZ,PM10,18,Good,Arizona Department of Environmental Quality,
06/08/23,14:00,MST,0,O,Y,Payson,AZ,PM10,13,Good,Arizona Department of Environmental Quality,
06/08/23,,EDT,0,F,Y,Pender County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Pender County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Pender County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Pender County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,Pendleton,OR,PM2.5,20,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Pendleton,OR,PM2.5,26,Good,Oregon Dept. of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,Pensacola,FL,OZONE,39,Good,Florida Dept. of Environmental Protection,
06/08/23,16:00,CDT,0,O,Y,Pensacola,FL,OZONE,67,Moderate,Florida Dept. of Environmental Protection,
06/08/23,,CDT,0,F,Y,Pensacola,FL,OZONE,,Moderate,Florida Dept. of Environmental Protection,
06/09/23,,CDT,1,F,Y,Pensacola,FL,OZONE,,Moderate,Florida Dept. of Environmental Protection,
06/10/23,,CDT,2,F,Y,Pensacola,FL,OZONE,,Moderate,Florida Dept. of Environmental Protection,
06/11/23,,CDT,3,F,Y,Pensacola,FL,OZONE,,Good,Florida Dept. of Environmental Protection,
06/07/23,,CDT,-1,Y,Y,Peoria,IL,OZONE,97,Moderate,Illinois EPA,
06/08/23,16:00,CDT,0,O,Y,Peoria,IL,OZONE,51,Moderate,Illinois EPA,
06/08/23,,CDT,0,F,Y,Peoria,IL,PM2.5,,Moderate,Illinois EPA,
06/09/23,,CDT,1,F,Y,Peoria,IL,OZONE,,Unhealthy for Sensitive Groups,Illinois EPA,
